Table Name,Column Name,Data Type,PK,FK Table,FK Column,Comment
gw_hr_rule_872,updated_at,timestamp,,,,Modification Date
gw_hr_rule_872,status_code,varchar(50),,,,Status Code
gw_hr_rule_872,data_col_0,varchar(255),,,,Random data column 0
gw_hr_rule_872,support_status_343_id,bigint,,gw_support_status_343,id,Foreign Key to gw_support_status_343
gw_crm_relation_873,id,bigint,Y,,,Primary Key
gw_crm_relation_873,created_at,timestamp,,,,Creation Date
gw_crm_relation_873,updated_at,timestamp,,,,Modification Date
gw_crm_relation_873,status_code,varchar(50),,,,Status Code
gw_crm_relation_873,data_col_0,text,,,,Random data column 0
gw_crm_relation_873,data_col_1,varchar(255),,,,Random data column 1
gw_crm_relation_873,data_col_2,text,,,,Random data column 2
gw_crm_relation_873,data_col_3,varchar(255),,,,Random data column 3
gw_crm_relation_873,auth_record_736_id,bigint,,gw_auth_record_736,id,Foreign Key to gw_auth_record_736
gw_mail_archive_874,id,bigint,Y,,,Primary Key
gw_mail_archive_874,created_at,timestamp,,,,Creation Date
gw_mail_archive_874,updated_at,timestamp,,,,Modification Date
gw_mail_archive_874,status_code,varchar(50),,,,Status Code
gw_mail_archive_874,data_col_0,text,,,,Random data column 0
gw_mail_archive_874,data_col_1,int,,,,Random data column 1
gw_mail_archive_874,data_col_2,text,,,,Random data column 2
gw_mail_archive_874,data_col_3,int,,,,Random data column 3
gw_mail_archive_874,auth_master_646_id,bigint,,gw_auth_master_646,id,Foreign Key to gw_auth_master_646
gw_mail_archive_874,finance_user_821_id,bigint,,gw_finance_user_821,id,Foreign Key to gw_finance_user_821
gw_chat_archive_875,id,bigint,Y,,,Primary Key
gw_chat_archive_875,created_at,timestamp,,,,Creation Date
gw_chat_archive_875,updated_at,timestamp,,,,Modification Date
gw_chat_archive_875,status_code,varchar(50),,,,Status Code
gw_chat_archive_875,data_col_0,boolean,,,,Random data column 0
gw_chat_archive_875,data_col_1,boolean,,,,Random data column 1
gw_chat_archive_875,tasks_config_653_id,bigint,,gw_tasks_config_653,id,Foreign Key to gw_tasks_config_653
gw_chat_archive_875,chat_detail_215_id,bigint,,gw_chat_detail_215,id,Foreign Key to gw_chat_detail_215
gw_drive_temp_876,id,bigint,Y,,,Primary Key
gw_drive_temp_876,created_at,timestamp,,,,Creation Date
gw_drive_temp_876,updated_at,timestamp,,,,Modification Date
gw_drive_temp_876,status_code,varchar(50),,,,Status Code
gw_drive_temp_876,data_col_0,boolean,,,,Random data column 0
gw_drive_temp_876,data_col_1,text,,,,Random data column 1
gw_drive_temp_876,data_col_2,varchar(255),,,,Random data column 2
gw_drive_temp_876,calendar_role_202_id,bigint,,gw_calendar_role_202,id,Foreign Key to gw_calendar_role_202
gw_drive_temp_876,drive_event_336_id,bigint,,gw_drive_event_336,id,Foreign Key to gw_drive_event_336
gw_calendar_detail_877,id,bigint,Y,,,Primary Key
gw_calendar_detail_877,created_at,timestamp,,,,Creation Date
gw_calendar_detail_877,updated_at,timestamp,,,,Modification Date
gw_calendar_detail_877,status_code,varchar(50),,,,Status Code
gw_calendar_detail_877,data_col_0,varchar(255),,,,Random data column 0
gw_calendar_detail_877,data_col_1,int,,,,Random data column 1
gw_calendar_detail_877,data_col_2,boolean,,,,Random data column 2
gw_calendar_detail_877,data_col_3,varchar(255),,,,Random data column 3
gw_calendar_detail_877,data_col_4,json,,,,Random data column 4
gw_tasks_tag_878,id,bigint,Y,,,Primary Key
gw_tasks_tag_878,created_at,timestamp,,,,Creation Date
gw_tasks_tag_878,updated_at,timestamp,,,,Modification Date
gw_tasks_tag_878,status_code,varchar(50),,,,Status Code
gw_tasks_tag_878,data_col_0,int,,,,Random data column 0
gw_tasks_tag_878,data_col_1,text,,,,Random data column 1
gw_tasks_tag_878,data_col_2,varchar(255),,,,Random data column 2
gw_tasks_tag_878,data_col_3,text,,,,Random data column 3
gw_tasks_tag_878,data_col_4,int,,,,Random data column 4
gw_tasks_tag_878,finance_role_41_id,bigint,,gw_finance_role_41,id,Foreign Key to gw_finance_role_41
gw_workflow_archive_879,id,bigint,Y,,,Primary Key
gw_workflow_archive_879,created_at,timestamp,,,,Creation Date
gw_workflow_archive_879,updated_at,timestamp,,,,Modification Date
gw_workflow_archive_879,status_code,varchar(50),,,,Status Code
gw_workflow_archive_879,data_col_0,json,,,,Random data column 0
gw_workflow_archive_879,support_role_403_id,bigint,,gw_support_role_403,id,Foreign Key to gw_support_role_403
gw_portal_log_880,id,bigint,Y,,,Primary Key
gw_portal_log_880,created_at,timestamp,,,,Creation Date
gw_portal_log_880,updated_at,timestamp,,,,Modification Date
gw_portal_log_880,status_code,varchar(50),,,,Status Code
gw_portal_log_880,data_col_0,int,,,,Random data column 0
gw_portal_log_880,data_col_1,int,,,,Random data column 1
gw_portal_log_880,data_col_2,json,,,,Random data column 2
gw_portal_log_880,data_col_3,json,,,,Random data column 3
gw_portal_log_880,analytics_history_179_id,bigint,,gw_analytics_history_179,id,Foreign Key to gw_analytics_history_179
gw_finance_backup_881,id,bigint,Y,,,Primary Key
gw_finance_backup_881,created_at,timestamp,,,,Creation Date
gw_finance_backup_881,updated_at,timestamp,,,,Modification Date
gw_finance_backup_881,status_code,varchar(50),,,,Status Code
gw_finance_backup_881,data_col_0,json,,,,Random data column 0
gw_finance_backup_881,data_col_1,int,,,,Random data column 1
gw_finance_backup_881,data_col_2,text,,,,Random data column 2
gw_finance_backup_881,data_col_3,int,,,,Random data column 3
gw_finance_backup_881,tasks_role_278_id,bigint,,gw_tasks_role_278,id,Foreign Key to gw_tasks_role_278
gw_finance_backup_881,portal_relation_850_id,bigint,,gw_portal_relation_850,id,Foreign Key to gw_portal_relation_850
gw_assets_log_882,id,bigint,Y,,,Primary Key
gw_assets_log_882,created_at,timestamp,,,,Creation Date
gw_assets_log_882,updated_at,timestamp,,,,Modification Date
gw_assets_log_882,status_code,varchar(50),,,,Status Code
gw_assets_log_882,data_col_0,int,,,,Random data column 0
gw_assets_log_882,data_col_1,boolean,,,,Random data column 1
gw_assets_log_882,data_col_2,text,,,,Random data column 2
gw_assets_log_882,data_col_3,json,,,,Random data column 3
gw_assets_log_882,data_col_4,varchar(255),,,,Random data column 4
gw_assets_log_882,workflow_status_339_id,bigint,,gw_workflow_status_339,id,Foreign Key to gw_workflow_status_339
gw_assets_log_882,chat_config_680_id,bigint,,gw_chat_config_680,id,Foreign Key to gw_chat_config_680
gw_support_log_883,id,bigint,Y,,,Primary Key
gw_support_log_883,created_at,timestamp,,,,Creation Date
gw_support_log_883,updated_at,timestamp,,,,Modification Date
gw_support_log_883,status_code,varchar(50),,,,Status Code
gw_support_log_883,data_col_0,int,,,,Random data column 0
gw_support_log_883,core_backup_495_id,bigint,,gw_core_backup_495,id,Foreign Key to gw_core_backup_495
gw_analytics_item_884,id,bigint,Y,,,Primary Key
gw_analytics_item_884,created_at,timestamp,,,,Creation Date
gw_analytics_item_884,updated_at,timestamp,,,,Modification Date
gw_analytics_item_884,status_code,varchar(50),,,,Status Code
gw_analytics_item_884,data_col_0,text,,,,Random data column 0
gw_analytics_item_884,data_col_1,text,,,,Random data column 1
gw_analytics_item_884,data_col_2,varchar(255),,,,Random data column 2
gw_analytics_item_884,data_col_3,text,,,,Random data column 3
gw_analytics_item_884,data_col_4,json,,,,Random data column 4
gw_analytics_item_884,calendar_user_262_id,bigint,,gw_calendar_user_262,id,Foreign Key to gw_calendar_user_262
gw_analytics_item_884,core_tag_585_id,bigint,,gw_core_tag_585,id,Foreign Key to gw_core_tag_585
gw_core_detail_885,id,bigint,Y,,,Primary Key
gw_core_detail_885,created_at,timestamp,,,,Creation Date
gw_core_detail_885,updated_at,timestamp,,,,Modification Date
gw_core_detail_885,status_code,varchar(50),,,,Status Code
gw_core_detail_885,data_col_0,text,,,,Random data column 0
gw_core_detail_885,data_col_1,boolean,,,,Random data column 1
gw_core_detail_885,data_col_2,int,,,,Random data column 2
gw_core_detail_885,drive_config_231_id,bigint,,gw_drive_config_231,id,Foreign Key to gw_drive_config_231
gw_core_detail_885,core_relation_705_id,bigint,,gw_core_relation_705,id,Foreign Key to gw_core_relation_705
gw_auth_record_886,id,bigint,Y,,,Primary Key
gw_auth_record_886,created_at,timestamp,,,,Creation Date
gw_auth_record_886,updated_at,timestamp,,,,Modification Date
gw_auth_record_886,status_code,varchar(50),,,,Status Code
gw_auth_record_886,data_col_0,json,,,,Random data column 0
gw_auth_record_886,data_col_1,text,,,,Random data column 1
gw_auth_record_886,core_file_375_id,bigint,,gw_core_file_375,id,Foreign Key to gw_core_file_375
gw_hr_item_887,id,bigint,Y,,,Primary Key
gw_hr_item_887,created_at,timestamp,,,,Creation Date
gw_hr_item_887,updated_at,timestamp,,,,Modification Date
gw_hr_item_887,status_code,varchar(50),,,,Status Code
gw_hr_item_887,data_col_0,text,,,,Random data column 0
gw_hr_item_887,data_col_1,varchar(255),,,,Random data column 1
gw_hr_item_887,data_col_2,json,,,,Random data column 2
gw_hr_item_887,data_col_3,boolean,,,,Random data column 3
gw_hr_item_887,chat_rule_410_id,bigint,,gw_chat_rule_410,id,Foreign Key to gw_chat_rule_410
gw_hr_item_887,hr_group_782_id,bigint,,gw_hr_group_782,id,Foreign Key to gw_hr_group_782
gw_crm_backup_888,id,bigint,Y,,,Primary Key
gw_crm_backup_888,created_at,timestamp,,,,Creation Date
gw_crm_backup_888,updated_at,timestamp,,,,Modification Date
gw_crm_backup_888,status_code,varchar(50),,,,Status Code
gw_crm_backup_888,data_col_0,text,,,,Random data column 0
gw_crm_backup_888,data_col_1,varchar(255),,,,Random data column 1
gw_crm_backup_888,data_col_2,int,,,,Random data column 2
gw_mail_event_889,id,bigint,Y,,,Primary Key
gw_mail_event_889,created_at,timestamp,,,,Creation Date
gw_mail_event_889,updated_at,timestamp,,,,Modification Date
gw_mail_event_889,status_code,varchar(50),,,,Status Code
gw_mail_event_889,data_col_0,int,,,,Random data column 0
gw_chat_item_890,id,bigint,Y,,,Primary Key
gw_chat_item_890,created_at,timestamp,,,,Creation Date
gw_chat_item_890,updated_at,timestamp,,,,Modification Date
gw_chat_item_890,status_code,varchar(50),,,,Status Code
gw_chat_item_890,data_col_0,json,,,,Random data column 0
gw_chat_item_890,hr_archive_812_id,bigint,,gw_hr_archive_812,id,Foreign Key to gw_hr_archive_812
gw_drive_archive_891,id,bigint,Y,,,Primary Key
gw_drive_archive_891,created_at,timestamp,,,,Creation Date
gw_drive_archive_891,updated_at,timestamp,,,,Modification Date
gw_drive_archive_891,status_code,varchar(50),,,,Status Code
gw_drive_archive_891,data_col_0,text,,,,Random data column 0
gw_drive_archive_891,data_col_1,json,,,,Random data column 1
gw_drive_archive_891,data_col_2,varchar(255),,,,Random data column 2
gw_drive_archive_891,data_col_3,json,,,,Random data column 3
gw_drive_archive_891,core_backup_180_id,bigint,,gw_core_backup_180,id,Foreign Key to gw_core_backup_180
gw_calendar_summary_892,id,bigint,Y,,,Primary Key
gw_calendar_summary_892,created_at,timestamp,,,,Creation Date
gw_calendar_summary_892,updated_at,timestamp,,,,Modification Date
gw_calendar_summary_892,status_code,varchar(50),,,,Status Code
gw_calendar_summary_892,data_col_0,json,,,,Random data column 0
gw_calendar_summary_892,data_col_1,varchar(255),,,,Random data column 1
gw_calendar_summary_892,data_col_2,int,,,,Random data column 2
gw_calendar_summary_892,data_col_3,int,,,,Random data column 3
gw_calendar_summary_892,auth_file_706_id,bigint,,gw_auth_file_706,id,Foreign Key to gw_auth_file_706
gw_tasks_group_893,id,bigint,Y,,,Primary Key
gw_tasks_group_893,created_at,timestamp,,,,Creation Date
gw_tasks_group_893,updated_at,timestamp,,,,Modification Date
gw_tasks_group_893,status_code,varchar(50),,,,Status Code
gw_tasks_group_893,data_col_0,json,,,,Random data column 0
gw_tasks_group_893,data_col_1,boolean,,,,Random data column 1
gw_tasks_group_893,data_col_2,text,,,,Random data column 2
gw_tasks_group_893,core_tag_585_id,bigint,,gw_core_tag_585,id,Foreign Key to gw_core_tag_585
gw_workflow_relation_894,id,bigint,Y,,,Primary Key
gw_workflow_relation_894,created_at,timestamp,,,,Creation Date
gw_workflow_relation_894,updated_at,timestamp,,,,Modification Date
gw_workflow_relation_894,status_code,varchar(50),,,,Status Code
gw_workflow_relation_894,data_col_0,text,,,,Random data column 0
gw_workflow_relation_894,data_col_1,varchar(255),,,,Random data column 1
gw_portal_relation_895,id,bigint,Y,,,Primary Key
gw_portal_relation_895,created_at,timestamp,,,,Creation Date
gw_portal_relation_895,updated_at,timestamp,,,,Modification Date
gw_portal_relation_895,status_code,varchar(50),,,,Status Code
gw_portal_relation_895,data_col_0,text,,,,Random data column 0
gw_portal_relation_895,auth_role_1_id,bigint,,gw_auth_role_1,id,Foreign Key to gw_auth_role_1
gw_portal_relation_895,mail_temp_4_id,bigint,,gw_mail_temp_4,id,Foreign Key to gw_mail_temp_4
gw_finance_tag_896,id,bigint,Y,,,Primary Key
gw_finance_tag_896,created_at,timestamp,,,,Creation Date
gw_finance_tag_896,updated_at,timestamp,,,,Modification Date
gw_finance_tag_896,status_code,varchar(50),,,,Status Code
gw_finance_tag_896,data_col_0,boolean,,,,Random data column 0
gw_finance_tag_896,data_col_1,varchar(255),,,,Random data column 1
gw_assets_master_897,id,bigint,Y,,,Primary Key
gw_assets_master_897,created_at,timestamp,,,,Creation Date
gw_assets_master_897,updated_at,timestamp,,,,Modification Date
gw_assets_master_897,status_code,varchar(50),,,,Status Code
gw_assets_master_897,data_col_0,varchar(255),,,,Random data column 0
gw_assets_master_897,data_col_1,varchar(255),,,,Random data column 1
gw_assets_master_897,data_col_2,boolean,,,,Random data column 2
gw_assets_master_897,data_col_3,int,,,,Random data column 3
gw_assets_master_897,data_col_4,json,,,,Random data column 4
gw_assets_master_897,calendar_archive_247_id,bigint,,gw_calendar_archive_247,id,Foreign Key to gw_calendar_archive_247
gw_assets_master_897,auth_rule_496_id,bigint,,gw_auth_rule_496,id,Foreign Key to gw_auth_rule_496
gw_support_item_898,id,bigint,Y,,,Primary Key
gw_support_item_898,created_at,timestamp,,,,Creation Date
gw_support_item_898,updated_at,timestamp,,,,Modification Date
gw_support_item_898,status_code,varchar(50),,,,Status Code
gw_support_item_898,data_col_0,json,,,,Random data column 0
gw_support_item_898,data_col_1,varchar(255),,,,Random data column 1
gw_support_item_898,data_col_2,varchar(255),,,,Random data column 2
gw_support_item_898,assets_archive_57_id,bigint,,gw_assets_archive_57,id,Foreign Key to gw_assets_archive_57
gw_analytics_summary_899,id,bigint,Y,,,Primary Key
gw_analytics_summary_899,created_at,timestamp,,,,Creation Date
gw_analytics_summary_899,updated_at,timestamp,,,,Modification Date
gw_analytics_summary_899,status_code,varchar(50),,,,Status Code
gw_analytics_summary_899,data_col_0,int,,,,Random data column 0
gw_core_config_900,id,bigint,Y,,,Primary Key
gw_core_config_900,created_at,timestamp,,,,Creation Date
gw_core_config_900,updated_at,timestamp,,,,Modification Date
gw_core_config_900,status_code,varchar(50),,,,Status Code
gw_core_config_900,data_col_0,varchar(255),,,,Random data column 0
gw_core_config_900,core_record_510_id,bigint,,gw_core_record_510,id,Foreign Key to gw_core_record_510
gw_core_config_900,chat_detail_215_id,bigint,,gw_chat_detail_215,id,Foreign Key to gw_chat_detail_215
gw_auth_summary_901,id,bigint,Y,,,Primary Key
gw_auth_summary_901,created_at,timestamp,,,,Creation Date
gw_auth_summary_901,updated_at,timestamp,,,,Modification Date
gw_auth_summary_901,status_code,varchar(50),,,,Status Code
gw_auth_summary_901,data_col_0,json,,,,Random data column 0
gw_auth_summary_901,data_col_1,varchar(255),,,,Random data column 1
gw_auth_summary_901,data_col_2,boolean,,,,Random data column 2
gw_auth_summary_901,data_col_3,text,,,,Random data column 3
gw_auth_summary_901,data_col_4,boolean,,,,Random data column 4
gw_auth_summary_901,chat_event_710_id,bigint,,gw_chat_event_710,id,Foreign Key to gw_chat_event_710
gw_auth_summary_901,crm_summary_123_id,bigint,,gw_crm_summary_123,id,Foreign Key to gw_crm_summary_123
gw_hr_archive_902,id,bigint,Y,,,Primary Key
gw_hr_archive_902,created_at,timestamp,,,,Creation Date
gw_hr_archive_902,updated_at,timestamp,,,,Modification Date
gw_hr_archive_902,status_code,varchar(50),,,,Status Code
gw_hr_archive_902,data_col_0,text,,,,Random data column 0
gw_hr_archive_902,data_col_1,text,,,,Random data column 1
gw_crm_user_903,id,bigint,Y,,,Primary Key
gw_crm_user_903,created_at,timestamp,,,,Creation Date
gw_crm_user_903,updated_at,timestamp,,,,Modification Date
gw_crm_user_903,status_code,varchar(50),,,,Status Code
gw_crm_user_903,data_col_0,text,,,,Random data column 0
gw_crm_user_903,data_col_1,json,,,,Random data column 1
gw_crm_user_903,auth_summary_436_id,bigint,,gw_auth_summary_436,id,Foreign Key to gw_auth_summary_436
gw_mail_group_904,id,bigint,Y,,,Primary Key
gw_mail_group_904,created_at,timestamp,,,,Creation Date
gw_mail_group_904,updated_at,timestamp,,,,Modification Date
gw_mail_group_904,status_code,varchar(50),,,,Status Code
gw_mail_group_904,data_col_0,int,,,,Random data column 0
gw_mail_group_904,data_col_1,varchar(255),,,,Random data column 1
gw_mail_group_904,data_col_2,int,,,,Random data column 2
gw_chat_event_905,id,bigint,Y,,,Primary Key
gw_chat_event_905,created_at,timestamp,,,,Creation Date
gw_chat_event_905,updated_at,timestamp,,,,Modification Date
gw_chat_event_905,status_code,varchar(50),,,,Status Code
gw_chat_event_905,data_col_0,int,,,,Random data column 0
gw_chat_event_905,data_col_1,text,,,,Random data column 1
gw_chat_event_905,data_col_2,text,,,,Random data column 2
gw_chat_event_905,data_col_3,json,,,,Random data column 3
gw_chat_event_905,portal_backup_160_id,bigint,,gw_portal_backup_160,id,Foreign Key to gw_portal_backup_160
gw_drive_group_906,id,bigint,Y,,,Primary Key
gw_drive_group_906,created_at,timestamp,,,,Creation Date
gw_drive_group_906,updated_at,timestamp,,,,Modification Date
gw_drive_group_906,status_code,varchar(50),,,,Status Code
gw_drive_group_906,data_col_0,varchar(255),,,,Random data column 0
gw_drive_group_906,data_col_1,int,,,,Random data column 1
gw_drive_group_906,data_col_2,varchar(255),,,,Random data column 2
gw_drive_group_906,data_col_3,text,,,,Random data column 3
gw_drive_group_906,data_col_4,boolean,,,,Random data column 4
gw_drive_group_906,drive_archive_36_id,bigint,,gw_drive_archive_36,id,Foreign Key to gw_drive_archive_36
gw_calendar_relation_907,id,bigint,Y,,,Primary Key
gw_calendar_relation_907,created_at,timestamp,,,,Creation Date
gw_calendar_relation_907,updated_at,timestamp,,,,Modification Date
gw_calendar_relation_907,status_code,varchar(50),,,,Status Code
gw_calendar_relation_907,data_col_0,varchar(255),,,,Random data column 0
gw_calendar_relation_907,calendar_master_712_id,bigint,,gw_calendar_master_712,id,Foreign Key to gw_calendar_master_712
gw_tasks_event_908,id,bigint,Y,,,Primary Key
gw_tasks_event_908,created_at,timestamp,,,,Creation Date
gw_tasks_event_908,updated_at,timestamp,,,,Modification Date
gw_tasks_event_908,status_code,varchar(50),,,,Status Code
gw_tasks_event_908,data_col_0,varchar(255),,,,Random data column 0
gw_tasks_event_908,data_col_1,varchar(255),,,,Random data column 1
gw_tasks_event_908,data_col_2,text,,,,Random data column 2
gw_tasks_event_908,data_col_3,json,,,,Random data column 3
gw_tasks_event_908,data_col_4,boolean,,,,Random data column 4
gw_workflow_file_909,id,bigint,Y,,,Primary Key
gw_workflow_file_909,created_at,timestamp,,,,Creation Date
gw_workflow_file_909,updated_at,timestamp,,,,Modification Date
gw_workflow_file_909,status_code,varchar(50),,,,Status Code
gw_workflow_file_909,data_col_0,boolean,,,,Random data column 0
gw_workflow_file_909,data_col_1,varchar(255),,,,Random data column 1
gw_workflow_file_909,data_col_2,text,,,,Random data column 2
gw_workflow_file_909,data_col_3,text,,,,Random data column 3
gw_workflow_file_909,portal_master_145_id,bigint,,gw_portal_master_145,id,Foreign Key to gw_portal_master_145
gw_workflow_file_909,chat_item_545_id,bigint,,gw_chat_item_545,id,Foreign Key to gw_chat_item_545
gw_portal_item_910,id,bigint,Y,,,Primary Key
gw_portal_item_910,created_at,timestamp,,,,Creation Date
gw_portal_item_910,updated_at,timestamp,,,,Modification Date
gw_portal_item_910,status_code,varchar(50),,,,Status Code
gw_portal_item_910,data_col_0,varchar(255),,,,Random data column 0
gw_portal_item_910,data_col_1,int,,,,Random data column 1
gw_portal_item_910,data_col_2,int,,,,Random data column 2
gw_portal_item_910,data_col_3,varchar(255),,,,Random data column 3
gw_portal_item_910,data_col_4,boolean,,,,Random data column 4
gw_finance_master_911,id,bigint,Y,,,Primary Key
gw_finance_master_911,created_at,timestamp,,,,Creation Date
gw_finance_master_911,updated_at,timestamp,,,,Modification Date
gw_finance_master_911,status_code,varchar(50),,,,Status Code
gw_finance_master_911,data_col_0,int,,,,Random data column 0
gw_assets_file_912,id,bigint,Y,,,Primary Key
gw_assets_file_912,created_at,timestamp,,,,Creation Date
gw_assets_file_912,updated_at,timestamp,,,,Modification Date
gw_assets_file_912,status_code,varchar(50),,,,Status Code
gw_assets_file_912,data_col_0,text,,,,Random data column 0
gw_assets_file_912,auth_summary_226_id,bigint,,gw_auth_summary_226,id,Foreign Key to gw_auth_summary_226
gw_assets_file_912,tasks_event_23_id,bigint,,gw_tasks_event_23,id,Foreign Key to gw_tasks_event_23
gw_support_file_913,id,bigint,Y,,,Primary Key
gw_support_file_913,created_at,timestamp,,,,Creation Date
gw_support_file_913,updated_at,timestamp,,,,Modification Date
gw_support_file_913,status_code,varchar(50),,,,Status Code
gw_support_file_913,data_col_0,boolean,,,,Random data column 0
gw_support_file_913,data_col_1,int,,,,Random data column 1
gw_support_file_913,data_col_2,varchar(255),,,,Random data column 2
gw_support_file_913,portal_relation_250_id,bigint,,gw_portal_relation_250,id,Foreign Key to gw_portal_relation_250
gw_analytics_master_914,id,bigint,Y,,,Primary Key
gw_analytics_master_914,created_at,timestamp,,,,Creation Date
gw_analytics_master_914,updated_at,timestamp,,,,Modification Date
gw_analytics_master_914,status_code,varchar(50),,,,Status Code
gw_analytics_master_914,data_col_0,boolean,,,,Random data column 0
gw_analytics_master_914,data_col_1,int,,,,Random data column 1
gw_analytics_master_914,data_col_2,int,,,,Random data column 2
gw_analytics_master_914,data_col_3,varchar(255),,,,Random data column 3
gw_analytics_master_914,data_col_4,varchar(255),,,,Random data column 4
gw_analytics_master_914,auth_tag_61_id,bigint,,gw_auth_tag_61,id,Foreign Key to gw_auth_tag_61
gw_analytics_master_914,hr_group_392_id,bigint,,gw_hr_group_392,id,Foreign Key to gw_hr_group_392
gw_core_log_915,id,bigint,Y,,,Primary Key
gw_core_log_915,created_at,timestamp,,,,Creation Date
gw_core_log_915,updated_at,timestamp,,,,Modification Date
gw_core_log_915,status_code,varchar(50),,,,Status Code
gw_core_log_915,data_col_0,varchar(255),,,,Random data column 0
gw_core_log_915,data_col_1,json,,,,Random data column 1
gw_auth_backup_916,id,bigint,Y,,,Primary Key
gw_auth_backup_916,created_at,timestamp,,,,Creation Date
gw_auth_backup_916,updated_at,timestamp,,,,Modification Date
gw_auth_backup_916,status_code,varchar(50),,,,Status Code
gw_auth_backup_916,data_col_0,int,,,,Random data column 0
gw_auth_backup_916,data_col_1,json,,,,Random data column 1
gw_auth_backup_916,data_col_2,boolean,,,,Random data column 2
gw_auth_backup_916,data_col_3,boolean,,,,Random data column 3
gw_hr_master_917,id,bigint,Y,,,Primary Key
gw_hr_master_917,created_at,timestamp,,,,Creation Date
gw_hr_master_917,updated_at,timestamp,,,,Modification Date
gw_hr_master_917,status_code,varchar(50),,,,Status Code
gw_hr_master_917,data_col_0,json,,,,Random data column 0
gw_hr_master_917,auth_file_721_id,bigint,,gw_auth_file_721,id,Foreign Key to gw_auth_file_721
gw_crm_temp_918,id,bigint,Y,,,Primary Key
gw_crm_temp_918,created_at,timestamp,,,,Creation Date
gw_crm_temp_918,updated_at,timestamp,,,,Modification Date
gw_crm_temp_918,status_code,varchar(50),,,,Status Code
gw_crm_temp_918,data_col_0,int,,,,Random data column 0
gw_crm_temp_918,data_col_1,json,,,,Random data column 1
gw_crm_temp_918,data_col_2,text,,,,Random data column 2
gw_crm_temp_918,data_col_3,json,,,,Random data column 3
gw_mail_status_919,id,bigint,Y,,,Primary Key
gw_mail_status_919,created_at,timestamp,,,,Creation Date
gw_mail_status_919,updated_at,timestamp,,,,Modification Date
gw_mail_status_919,status_code,varchar(50),,,,Status Code
gw_mail_status_919,data_col_0,varchar(255),,,,Random data column 0
gw_mail_status_919,data_col_1,text,,,,Random data column 1
gw_mail_status_919,data_col_2,varchar(255),,,,Random data column 2
gw_mail_status_919,data_col_3,int,,,,Random data column 3
gw_mail_status_919,data_col_4,varchar(255),,,,Random data column 4
gw_mail_status_919,portal_record_295_id,bigint,,gw_portal_record_295,id,Foreign Key to gw_portal_record_295
gw_mail_status_919,hr_record_227_id,bigint,,gw_hr_record_227,id,Foreign Key to gw_hr_record_227
gw_chat_master_920,id,bigint,Y,,,Primary Key
gw_chat_master_920,created_at,timestamp,,,,Creation Date
gw_chat_master_920,updated_at,timestamp,,,,Modification Date
gw_chat_master_920,status_code,varchar(50),,,,Status Code
gw_chat_master_920,data_col_0,varchar(255),,,,Random data column 0
gw_chat_master_920,mail_master_109_id,bigint,,gw_mail_master_109,id,Foreign Key to gw_mail_master_109
gw_chat_master_920,mail_group_484_id,bigint,,gw_mail_group_484,id,Foreign Key to gw_mail_group_484
gw_drive_tag_921,id,bigint,Y,,,Primary Key
gw_drive_tag_921,created_at,timestamp,,,,Creation Date
gw_drive_tag_921,updated_at,timestamp,,,,Modification Date
gw_drive_tag_921,status_code,varchar(50),,,,Status Code
gw_drive_tag_921,data_col_0,int,,,,Random data column 0
gw_calendar_config_922,id,bigint,Y,,,Primary Key
gw_calendar_config_922,created_at,timestamp,,,,Creation Date
gw_calendar_config_922,updated_at,timestamp,,,,Modification Date
gw_calendar_config_922,status_code,varchar(50),,,,Status Code
gw_calendar_config_922,data_col_0,boolean,,,,Random data column 0
gw_calendar_config_922,data_col_1,int,,,,Random data column 1
gw_calendar_config_922,data_col_2,text,,,,Random data column 2
gw_calendar_config_922,data_col_3,text,,,,Random data column 3
gw_calendar_config_922,data_col_4,int,,,,Random data column 4
gw_tasks_temp_923,id,bigint,Y,,,Primary Key
gw_tasks_temp_923,created_at,timestamp,,,,Creation Date
gw_tasks_temp_923,updated_at,timestamp,,,,Modification Date
gw_tasks_temp_923,status_code,varchar(50),,,,Status Code
gw_tasks_temp_923,data_col_0,int,,,,Random data column 0
gw_tasks_temp_923,data_col_1,json,,,,Random data column 1
gw_tasks_temp_923,crm_status_363_id,bigint,,gw_crm_status_363,id,Foreign Key to gw_crm_status_363
gw_tasks_temp_923,support_tag_178_id,bigint,,gw_support_tag_178,id,Foreign Key to gw_support_tag_178
gw_workflow_relation_924,id,bigint,Y,,,Primary Key
gw_workflow_relation_924,created_at,timestamp,,,,Creation Date
gw_workflow_relation_924,updated_at,timestamp,,,,Modification Date
gw_workflow_relation_924,status_code,varchar(50),,,,Status Code
gw_workflow_relation_924,data_col_0,text,,,,Random data column 0
gw_workflow_relation_924,data_col_1,int,,,,Random data column 1
gw_workflow_relation_924,data_col_2,boolean,,,,Random data column 2
gw_workflow_relation_924,data_col_3,varchar(255),,,,Random data column 3
gw_workflow_relation_924,assets_rule_42_id,bigint,,gw_assets_rule_42,id,Foreign Key to gw_assets_rule_42
gw_workflow_relation_924,workflow_archive_519_id,bigint,,gw_workflow_archive_519,id,Foreign Key to gw_workflow_archive_519
gw_portal_tag_925,id,bigint,Y,,,Primary Key
gw_portal_tag_925,created_at,timestamp,,,,Creation Date
gw_portal_tag_925,updated_at,timestamp,,,,Modification Date
gw_portal_tag_925,status_code,varchar(50),,,,Status Code
